id,pname,gender,fname,canonical_fname,oname,born_on_year,begin_on_year,begin_on_month,begin_on_day,end_on_year,end_on_month,end_on_day,nationality,sheet,is_higher_official,is_core_section,second_nationality,age,age_group
4914,Philip John Noel-Baker,Male,Member of Section,LoN First Division,Disarmament,,1933,1,5,1933,7,5,British,core_only,False,True,,,
4914,Philip John Noel-Baker,Male,Member of Section,LoN First Division,Mandates,,1919,12,,1922,6,30,British,core_only,False,True,,,
4914,Philip John Noel-Baker,Male,Vice President,Vice President,International Peace Campaign,,1938,,,,,,,lonsea_all,False,False,,,
10410,Philip Pembroke Stevens,Male,Assistant,LoN Second Division,Information,1903,1926,9,7,1926,9,25,Irish,core_only,False,True,,23,20-30
11499,Phyllis von der Heyde,Female,Statistical Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1892,1923,5,23,1940,5,17,British,core_only,False,True,,31,30-40
4952,Pierre Achille Louis Eugène Quesnay,Male,Member of Section,LoN First Division,Economic and Financial,,1923,11,15,1926,12,31,French,core_only,False,True,,,
9277,Pierre André Baechtold,Male,Messenger,LoN Second Division,Information,1922,1946,4,7,1946,4,18,Swiss,core_only,False,True,,24,20-30
12178,Pierre Bartholdi,Male,Clerk,LoN Second Division,Economic and Financial,1904,1928,7,30,1929,8,31,,core_only,False,True,,24,20-30
11596,Pierre Bouscharain,Male,Translator,LoN First Division,Social Questions and Opium Traffic,1891,1920,9,13,1940,5,18,French,core_only,False,True,,29,20-30
5359,Pierre Comert,Male,Director,LoN First Division,Information,1880,1919,7,21,1932,12,31,French,core_only,False,True,,39,30-40
4883,Pierre Henry Watier,Male,Director,LoN First Division,Communications and Transit,1882,1937,2,15,1937,8,20,French,core_only,False,True,,55,50-60
5060,Pierre Mamopoulos,Male,Temporary Collaborator,LoN First Division,Information,1892,1935,9,5,1935,9,26,Greek,core_only,False,True,,43,40-50
5158,Pierre Marc Siraud,Male,Member of Section,LoN First Division,Information,1907,1935,8,26,1940,9,15,French,core_only,False,True,,28,20-30
9767,Pierre Pittet,Male,Messenger,LoN Second Division,Economic and Financial,1901,1923,1,17,1926,9,25,Swiss,core_only,False,True,,22,20-30
9767,Pierre Pittet,Male,Office Keeper,LoN Third Division,Internal Administration,1901,1926,9,26,1928,11,29,Swiss,core_only,False,False,,25,20-30
5485,Pierre Renouvin,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,20,French,core_only,False,True,,,
10140,Pierre Sauvageot,Male,Précis Writer,LoN First Division,Economic and Financial,1894,1924,10,20,,,,French,core_only,False,True,,30,20-30
10140,Pierre Sauvageot,Male,Précis Writer,LoN First Division,Précis-Writing Department,1894,1924,8,24,1924,9,20,French,core_only,False,False,,30,20-30
10140,Pierre Sauvageot,Male,Précis Writer,LoN First Division,Précis-Writing Department,1894,1925,1,19,1930,11,15,French,core_only,False,False,,31,30-40
10140,Pierre Sauvageot,Male,Translator,LoN First Division,Transit Conference,1894,1935,10,31,1935,11,21,French,core_only,False,False,,41,40-50
10140,Pierre Sauvageot,Male,Translator,LoN First Division,Transit Conference,1894,1938,9,12,1938,9,30,French,core_only,False,False,,44,40-50
10538,Pierre Valitch,Male,Messenger,LoN Second Division,Information,,1922,9,4,1922,9,9,,core_only,False,True,,,
11132,Pierre de  Bay,Male,Messenger,LoN Second Division,Information,1912,1930,9,8,1930,10,5,Swiss,core_only,False,True,,18,14-20
11763,Pierrine Bollini,Female,Clerk,LoN Second Division,Economic and Financial,1904,1921,5,2,1924,2,7,Italian,core_only,False,True,,17,14-20
10457,Pieter Paul Teding von Berkhout,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1910,1936,2,3,1937,2,28,Dutch,core_only,False,True,,26,20-30
10457,Pieter Paul Teding von Berkhout,Male,Junior Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1910,1937,3,1,1938,7,11,Dutch,core_only,False,True,,27,20-30
5203,Pietro Angelo Stoppani,Male,Chief of Section,LoN First Division,Economic and Financial,1879,1929,1,1,1931,4,1,Italian,core_only,False,True,,50,40-50
5203,Pietro Angelo Stoppani,Male,Director,LoN First Division,Economic Relations,1879,1931,4,1,1939,3,7,Italian,core_only,False,True,,52,50-60
5203,Pietro Angelo Stoppani,Male,Expert/Specialist,LoN First Division,Economic Relations,1879,1939,3,7,1939,10,15,Italian,core_only,False,True,,60,50-60
5203,Pietro Angelo Stoppani,Male,League of Nations staff,League of Nations staff,Reparations Commission,1879,1920,,,1923,,,Italian,core_only,False,False,,41,40-50
5203,Pietro Angelo Stoppani,Male,Member of Section,LoN First Division,Economic and Financial,1879,1923,2,18,1929,1,1,Italian,core_only,False,True,,44,40-50
5289,Pipat Krairiksh,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,10,1938,10,1,Siamese,core_only,False,True,,,
2566,Posthumus,Male,Secretary,Secretary,Teachers' International Trade Secretariat,,1929,,,1936,,,Dutch,lonsea_all,False,False,,,
2566,Posthumus,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,20,Dutch,core_only,False,True,,,
5320,Prof. A. Brusewitz,Male,Temporary Collaborator,LoN First Division,Information,,1927,6,,,,,Swedish,core_only,False,True,,,
5139,Prof. A. K.  Chanda,,Temporary Collaborator,LoN First Division,Information,,1936,9,17,1936,10,15,Japanese,core_only,False,True,,,
5092,Prof. Bernardo B. Attolico,Male,Director,LoN First Division,Communications and Transit,1880,1919,9,,1920,12,14,Italian,core_only,False,True,,39,30-40
5092,Prof. Bernardo B. Attolico,Male,Director,LoN First Division,Economic Bureau,1880,1919,7,,1919,9,,Italian,core_only,False,False,,39,30-40
5092,Prof. Bernardo B. Attolico,Male,Director,LoN First Division,Economic Bureau,1880,,,,,,,Italian,core_only,False,False,,,
5092,Prof. Bernardo B. Attolico,Male,High Commissioner,LoN First Division,High Commissioner's Office,1880,1920,12,14,1922,8,1,Italian,core_only,False,False,,40,30-40
5092,Prof. Bernardo B. Attolico,Male,Under Secretary General,LoN First Division,Under Secretary-Generals' in charge of Internal Administration Office,1880,1922,8,1,1927,3,26,Italian,core_only,True,False,,42,40-50
5092,Prof. Bernardo B. Attolico,Male,Under Secretary General,LoN First Division,Under-Secretary-General's Office,1880,1919,9,,1920,12,14,Italian,core_only,True,False,,39,30-40
2074,Prof. Corrado Gini,Male,Expert/Specialist,LoN First Division,Economic and Financial,,1922,7,1,1922,10,1,Italian,core_only,False,True,,,
2074,Prof. Corrado Gini,Male,Expert/Specialist,LoN First Division,League of Nations,,1921,3,16,1921,10,7,Italian,core_only,False,False,,,
2074,Prof. Corrado Gini,Male,Vice Chairman,Vice President,International Union for the Scientific Investigation of Population Problems,,1931,,,1938,,,Italian,lonsea_all,False,False,,,
2187,Prof. Domingo Barnès,Male,Delegate,Delegate,International Association for the Development of Linear Cities,,1931,,,1936,,,Spanish,lonsea_all,False,False,,,
2187,Prof. Domingo Barnès,Male,Fellow,LoN First Division,Information,,1928,8,29,1928,9,12,Spanish,core_only,False,True,,,
2187,Prof. Domingo Barnès,Male,Fellow,LoN First Division,Information,,1929,8,26,1929,9,16,Spanish,core_only,False,True,,,
5923,Prof. Dr. F. Siegmund-Schultze,Male,Chairman,President,International Christian Press Commission,,,,,,,,Swiss,lonsea_all,False,False,,,
5923,Prof. Dr. F. Siegmund-Schultze,Male,Chairman,President,International Fellowship of Reconciliation,,1938,,,,,,Swiss,lonsea_all,False,False,,,
5923,Prof. Dr. F. Siegmund-Schultze,Male,International Secretary,Secretary,World Alliance for Promoting International Friendship throughout the Churches,,1936,,,,,,Swiss,lonsea_all,False,False,,,
5923,Prof. Dr. F. Siegmund-Schultze,Male,Secretariat,Secretariat,World Alliance for Promoting International Friendship throughout the Churches,,1929,,,1936,,,Swiss,lonsea_all,False,False,,,
5923,Prof. Dr. F. Siegmund-Schultze,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,Swiss,core_only,False,True,,,
4977,Prof. Felice Vinci,Male,Member of Section,LoN First Division,Economic and Financial,1888,1921,4,28,1921,9,12,Italian,core_only,False,True,,33,30-40
4971,Prof. Fred Alexander,Male,Temporary Collaborator,LoN First Division,Information,,1932,9,6,1932,9,24,British,core_only,False,True,,,
4279,Prof. John Bell Condliffe,Male,Chairman,President,Geneva Research Centre,1891,,,,,,,Australian,lonsea_all,False,False,,,
4279,Prof. John Bell Condliffe,Male,Member,Member,Geneva Research Centre,1891,,,,,,,Australian,lonsea_all,False,False,,,
4279,Prof. John Bell Condliffe,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1891,1931,9,1,1937,9,30,Australian,core_only,False,True,,40,30-40
4279,Prof. John Bell Condliffe,Male,Research Secretary,Secretary,Institute of Pacific Relations,1891,1929,,,1936,,,Australian,lonsea_all,False,False,,38,30-40
5113,Prof. José Pijoan,Male,Temporary Collaborator,LoN First Division,Information,,1930,8,1,1930,10,1,Spanish,core_only,False,True,,,
11598,Prof. K.R. Brotherus,Male,Temporary Collaborator,LoN First Division,Information,,1926,5,17,,,,Finish,core_only,False,True,,,
11598,Prof. K.R. Brotherus,Male,Temporary Collaborator,LoN First Division,Information,,1926,9,16,1926,9,28,Finish,core_only,False,True,,,
4509,Prof. Louis Tardy,Male,Expert,Expert,Financial  & Economic Intelligence Service,,1938,1,8,1939,1,1,French,core_only,False,True,,,
4509,Prof. Louis Tardy,Male,President,President,International Agricultural Credit Conferences,,,,,,,,,lonsea_all,False,False,,,
5147,Prof. P. Seshadri,Male,Director,Director,World Federation of Education Associations,,1929,,,1936,,,Indian,lonsea_all,False,False,,,
5147,Prof. P. Seshadri,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Indian,core_only,False,True,,,
4961,Prof. P.K. Pariaja,Male,Temporary Collaborator,LoN First Division,Information,,,,,,,,,core_only,False,True,,,
5423,Prof. William E. Rappard,Male,Director,LoN First Division,Mandates,1883,1920,11,1,1924,12,31,Swiss,core_only,False,True,,37,30-40
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eighteenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eleventh Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fifteenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fourteenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Nineteenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Ninth Ordinary Session of Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Seventeenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,"General Assembly: Sixteenth Ordinary Session of the Assembly, part one",,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Tenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Thirteenth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twelfth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twentieth Ordinary Session of the Assembly,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,Member,Member,Geneva Research Centre,,,,,,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,Secretary General,Secretary General,League of Red Cross Societies,,1919,,,1920,,,Swiss,lonsea_all,False,False,,,
5423,Prof. William E. Rappard,Male,Vice Chairman,Vice President,International Committee to Secure Employment for Refugee Professional Workers,,,,,,,,Swiss,lonsea_all,False,False,,,
5314,Professor K.R. Brotehuus,Male,Temporary Collaborator,LoN First Division,Information,,1926,5,17,1926,6,28,Finish,core_only,False,True,,,
5314,Professor K.R. Brotehuus,Male,Temporary Collaborator,LoN First Division,Information,,1926,9,16,1926,9,28,Finish,core_only,False,True,,,
5323,Professor Othmar Buhler,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,German,core_only,False,True,,,
5176,Professor Pavel Breznik,Male,Temporary Collaborator,LoN First Division,Information,1892,1928,8,27,1928,9,24,Yugoslav,core_only,False,True,,36,30-40
5115,Purushottama Padmanabha Pillai,Male,Member of Section,LoN First Division,Economic and Financial,,1924,2,25,1927,10,17,Indian,core_only,False,True,,,
5227,R.T.E. Latham,Male,Temporary Collaborator,LoN First Division,Information,,1936,9,17,1936,10,15,British,core_only,False,True,,,
4918,Ragnar Nurkse,Male,Member of Section,LoN First Division,Economic and Financial,,1934,5,1,1946,7,31,Estonian,core_only,False,True,,,
5015,Rahmat Atabeki,Male,Member of Section,LoN First Division,Social Questions and Opium Traffic,,1939,7,15,1940,1,14,Iranian,core_only,False,True,,,
10041,Rajnfeld Edward,Male,Clerk,LoN Second Division,Economic and Financial,1910,1930,8,15,1931,12,5,Polish,core_only,False,True,,20,14-20
10412,Ralph Humphreys  Stimson,Male,Assistant,LoN Second Division,Social Questions and Opium Traffic,1898,1924,10,27,1925,3,21,US-American,core_only,False,True,,26,20-30
5178,Rameshwari Nehru,Female,Temporary Collaborator,LoN First Division,Information,,1931,9,1,1931,9,22,Indian,core_only,False,True,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,Director,LoN First Division,Minorities,1893,1938,1,1,1942,3,1,Norwegian,core_only,False,True,,45,40-50
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Eighteenth Ordinary Session of the Assembly,1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Fifteenth Ordinary Session of the Assembly,1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Seventeenth Ordinary Session of the Assembly,1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,"General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,"General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations,1893,,,,,,,Norwegian,lonsea_all,False,False,,,
10268,Rasmus Ingvald Berentson Skylstad,Male,League of Nations General Assembly Delegate,Representative,General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly,1893,,,,,,,Norwegian,lonsea_all,False,False,,,
5191,Rasmus Stauri,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Norwegian,core_only,False,True,,,
5498,Raul Gutiérrez Granier,Male,Temporary Collaborator,LoN First Division,Information,,1926,9,2,1926,9,30,,core_only,False,True,,,
5498,Raul Gutiérrez Granier,Male,Temporary Collaborator,LoN First Division,Information,,1926,11,22,1926,12,21,,core_only,False,True,,,
5471,Rauscher,Male,Temporary Collaborator,LoN First Division,Information,,1929,8,30,1930,9,16,German,core_only,False,True,,,
5532,Raymond B. Fosdick,Male,Member of a Bureau,Member,International Federation of League of Nations Societies,,1936,,,1938,,,US-American,lonsea_all,False,False,,,
5532,Raymond B. Fosdick,Male,Under Secretary General,LoN First Division,Under-Secretary-General's Office,,1919,7,17,,,,US-American,core_only,True,False,,,
8642,Raymond Franklin,Male,Précis Writer,LoN First Division,Economic and Financial,1896,1928,10,23,1928,10,31,French,core_only,False,True,,32,30-40
10649,Raymond Ian Gordon Watt,Male,Guide,LoN Third Division,Information,1917,1938,7,8,1938,9,8,British,core_only,False,True,,21,20-30
8941,Raymond Lucien Adolphe Mage,Male,Clerk,LoN Second Division,Health,1898,1925,10,19,1930,4,30,,core_only,False,True,,27,20-30
5277,Raymond Newton Kershaw,Male,Member of Section,LoN First Division,Administrative and Minorities,1898,1924,9,1,1929,10,31,Australian,core_only,False,True,,26,20-30
5277,Raymond Newton Kershaw,Male,Member of Section,LoN First Division,Health,1898,1924,1,1,1924,9,1,Australian,core_only,False,True,,26,20-30
4885,Raymond Watt,Male,Temporary Collaborator,LoN First Division,Information,,1931,8,31,1931,9,21,Australian,core_only,False,True,,,
11976,Raymonde Chevallier née Boyer,Female,Junior Assistant,LoN Second Division,Information,1895,1927,,,1940,1,31,Swiss,core_only,False,True,French,32,30-40
11976,Raymonde Chevallier née Boyer,Female,Secretary Shorthand-Typist,LoN Second Division,Information,1895,1919,7,22,1927,,,Swiss,core_only,False,True,French,24,20-30
5036,Reginald Berkeley,Male,Member of Section,LoN First Division,Information,,1922,1,1,1922,11,1,British,core_only,False,True,,,
5259,Renato Prunas,Male,Member of Section,LoN First Division,Political,,1934,11,,1936,11,28,Italian,core_only,False,True,,,
5382,Renato da Costa Almeida,Male,Temporary Collaborator,LoN First Division,Information,,1936,9,17,1936,10,17,Brazilian,core_only,False,True,,,
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Economic and Financial,1889,1923,11,20,1924,7,8,,core_only,False,True,,34,30-40
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Economic and Financial,1889,1925,9,21,1926,1,1,,core_only,False,True,,36,30-40
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Economic and Financial,1889,,,,,,,,core_only,False,True,,,
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Health,1889,1942,6,8,1945,3,29,,core_only,False,True,,53,50-60
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Social Questions and Opium Traffic,1889,1924,7,8,1925,3,2,,core_only,False,True,,35,30-40
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Social Questions and Opium Traffic,1889,1925,6,1,1925,9,21,,core_only,False,True,,36,30-40
11228,Renaud Emile Louis Richez,Male,Statistical Assistant,LoN Second Division,Social Questions and Opium Traffic,1889,1926,1,1,1940,11,30,,core_only,False,True,,37,30-40
11671,René Antony Gaust,Male,Clerical Assistant,LoN Second Division,Financial  & Economic Intelligence Service,1909,1938,4,21,1939,12,31,Swiss,core_only,False,True,,29,20-30
5402,René Harf,Male,Temporary Collaborator,LoN First Division,Information,1904,1937,9,9,1937,9,30,Luxembourgish,core_only,False,True,,33,30-40
8522,René Jean Marius Aeschbach,Male,Clerk,LoN Second Division,Publications Service,1905,1936,1,1,1940,8,31,Swiss,core_only,False,False,,31,30-40
8522,René Jean Marius Aeschbach,Male,House Staff,LoN Third Division,Auxiliary Staff,1905,1934,1,1,1936,1,1,Swiss,core_only,False,False,,29,20-30
8522,René Jean Marius Aeschbach,Male,Messenger,LoN Second Division,Auxiliary Staff,1905,1927,3,7,1929,3,1,Swiss,core_only,False,False,,22,20-30
8522,René Jean Marius Aeschbach,Male,Messenger,LoN Second Division,Economic and Financial,1905,1929,3,1,1934,1,1,Swiss,core_only,False,True,,24,20-30
9663,René Louis Piachaud,Male,Clerk,LoN Second Division,Legal,1896,1927,5,1,1934,5,31,Swiss,core_only,False,True,,31,30-40
9663,René Louis Piachaud,Male,Indexer,LoN Second Division,Registry,1896,1922,5,1,1923,4,22,Swiss,core_only,False,False,,26,20-30
9663,René Louis Piachaud,Male,Proof-Reader,LoN Second Division,Printing & Publishing Department,1896,1923,4,23,1927,4,30,Swiss,core_only,False,False,,27,20-30
5141,René Marie Frédéric Charron,Male,Director,LoN First Division,Economic Relations,1894,1932,11,1,1946,7,31,French,core_only,False,True,,38,30-40
9385,René Morier,Male,Messenger,LoN Second Division,Information,1907,1930,9,20,1930,10,15,Swiss,core_only,False,True,,23,20-30
12027,Renée Contat,Female,Clerk,LoN Second Division,Social Questions and Opium Traffic,1903,1930,11,17,1946,8,31,Swiss,core_only,False,True,,27,20-30
10228,Renée Jane Sennwald,Female,Shorthand Typist,LoN Second Division,Mandates,1907,1930,2,3,1940,5,17,Swiss,core_only,False,True,,23,20-30
11816,Renée Marie Yvonne Charbonnier,Female,Shorthand Typist,LoN Second Division,Mandates,1902,1928,2,6,1940,1,31,Italian,core_only,False,True,,26,20-30
11816,Renée Marie Yvonne Charbonnier,Female,Shorthand Typist,LoN Second Division,Pool,1902,1923,7,23,1923,12,31,Italian,core_only,False,False,,21,20-30
11816,Renée Marie Yvonne Charbonnier,Female,Shorthand Typist,LoN Second Division,Pool,1902,1924,7,14,1926,11,20,Italian,core_only,False,False,,22,20-30
11816,Renée Marie Yvonne Charbonnier,Female,Shorthand Typist,LoN Second Division,Pool,1902,1927,3,7,1927,12,31,Italian,core_only,False,False,,25,20-30
11816,Renée Marie Yvonne Charbonnier,Female,Shorthand Typist,LoN Second Division,Pool,1902,1946,4,3,1946,4,18,Italian,core_only,False,False,,44,40-50
11293,Renée de Lucy-Fossarieu,Female,Secretary Shorthand-Typist,LoN Second Division,Economic Relations,1891,1924,5,12,1933,12,31,French,core_only,False,True,,33,30-40
11293,Renée de Lucy-Fossarieu,Female,Secretary Shorthand-Typist,LoN Second Division,Intellectual Cooperation and International Bureaux,1891,,,,,,,French,core_only,False,True,,,
11293,Renée de Lucy-Fossarieu,Female,Secretary-Shorthand-Typist,LoN Second Division,Pool,1891,1934,1,1,1940,5,31,French,core_only,False,False,,43,40-50
4715,Rev. A. H. Acheson,Male,Temporary Collaborator,LoN First Division,Information,,1937,9,9,1937,9,30,New Zealander,core_only,False,True,,,
5458,Reverend  Dubois,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,9,1938,9,30,French,core_only,False,True,,,
5192,Reverend Jacob Steen Narvig,Male,Temporary Collaborator,LoN First Division,Information,,1938,9,9,1938,9,30,Norwegian,core_only,False,True,,,
5473,Richard Hillard,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,Romanian,core_only,False,True,,,
5046,Rifat Sadik Tirana,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1907,1931,12,14,1939,6,15,Albanian,core_only,False,True,,24,20-30
5046,Rifat Sadik Tirana,Male,Member of Section,LoN First Division,Financial  & Economic Intelligence Service,1907,1939,6,20,1939,7,1,Albanian,core_only,False,True,,32,30-40
11660,Rinaldo Borsa,Male,Clerk,LoN Second Division,Health,1893,1928,5,9,1946,7,31,Swiss,core_only,False,True,,35,30-40
5335,Robert  Haas,Male,Chief of Section,LoN First Division,Communications and Transit,1891,1927,1,1,1931,1,1,French,core_only,False,True,,36,30-40
5335,Robert  Haas,Male,Director,LoN First Division,Communications and Transit,1891,1931,1,1,1935,11,3,French,core_only,False,True,,40,30-40
5335,Robert  Haas,Male,Member of Section,LoN First Division,Communications and Transit,1891,1919,12,9,1927,1,1,French,core_only,False,True,,28,20-30
5335,Robert  Haas,Male,Secretariat,Secretariat,Advisory and Technical Committee for Communications and Transit of the League of Nations,1891,1921,,,,,,French,core_only,False,False,,30,20-30
4856,Robert André Felix Bach,Male,Expert/Specialist,LoN First Division,Disarmament,1889,1937,9,1,1940,6,10,French,core_only,False,True,,48,40-50
5450,Robert Hendrickx,Male,Member,Member,International University Federation for the League of Nations,,1925,,,1929,,,,lonsea_all,False,False,,,
5450,Robert Hendrickx,Male,Secretary,Secretary,International University Federation for the League of Nations,,1929,,,1936,,,,lonsea_all,False,False,,,
5450,Robert Hendrickx,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,9,1930,9,30,,core_only,False,True,,,
5331,Robert Inch,Male,Temporary Collaborator,LoN First Division,Information,,1935,11,9,1935,11,30,,core_only,False,True,,,
8884,Robert Louis Guillotel,Male,Assistant,LoN Second Division,Information,1904,1927,12,19,1927,12,23,French,core_only,False,True,,23,20-30
8884,Robert Louis Guillotel,Male,Précis Writer,LoN First Division,Précis-Writing Department,1904,1928,3,2,1928,3,24,French,core_only,False,False,,24,20-30
8884,Robert Louis Guillotel,Male,Précis Writer,LoN First Division,Précis-Writing Department,1904,1928,9,3,1928,12,15,French,core_only,False,False,,24,20-30
8884,Robert Louis Guillotel,Male,Précis Writer,LoN First Division,Précis-Writing Department,1904,1929,9,27,1929,12,7,French,core_only,False,False,,25,20-30
8884,Robert Louis Guillotel,Male,Précis Writer,LoN First Division,Précis-Writing Department,1904,1930,1,29,1930,10,4,French,core_only,False,False,,26,20-30
5099,Robert Marie Capot-Rey,Male,Temporary Collaborator,LoN First Division,Information,1897,1922,7,13,1922,10,7,French,core_only,False,True,,25,20-30
9631,Robert Perret,Male,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1910,1928,6,28,1941,1,31,Swiss,core_only,False,True,,18,14-20
5472,Robert Redslob,Male,Temporary Collaborator,LoN First Division,Information,,1930,9,8,1930,9,29,French,core_only,False,True,,,
5369,Robert Roy Douglas Milligan,Male,Temporary Collaborator,LoN First Division,Information,1893,1936,9,17,1936,10,16,New Zealander,core_only,False,True,,43,40-50
9951,Rodolphe Drexler,Male,Roneo Operator,LoN Second Division,Information,1890,1924,9,2,,,,Swiss,core_only,False,True,,34,30-40
11981,Rodolphe Marie Chillingworth,Female,Assistant,LoN Second Division,Social Questions and Opium Traffic,1908,1938,8,1,1938,12,31,Swiss,core_only,False,True,,30,20-30
8784,Rosa Gordon,Female,Clerical Assistant,LoN Second Division,Communications and Transit,1889,1921,1,21,1923,9,30,Latvian,core_only,False,True,,32,30-40
8784,Rosa Gordon,Female,Shorthand Typist,LoN Second Division,Pool,1889,1920,11,8,1921,1,20,Latvian,core_only,False,False,,31,30-40
12041,Rose Cordey,Female,Shorthand Typist,LoN Second Division,Social Questions and Opium Traffic,1915,1937,3,30,1938,5,14,Swiss,core_only,False,True,,22,20-30
9845,Rose Dehanne,Female,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1905,1928,8,15,1940,5,17,Swiss,core_only,False,True,,23,20-30
9845,Rose Dehanne,Female,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1905,1940,6,10,1940,6,15,Swiss,core_only,False,True,,35,30-40
9845,Rose Dehanne,Female,Clerk,LoN Second Division,Financial  & Economic Intelligence Service,1905,1941,8,7,1946,7,31,Swiss,core_only,False,True,,36,30-40
9513,Rose Marguerite Oelker,Female,Nurse,LoN Third Division,Health,1884,1928,2,15,1940,5,17,French,core_only,False,True,,44,40-50
5061,Ross Tolmie,Male,Member of Section,LoN First Division,Information,,1930,9,8,1930,9,29,,core_only,False,True,,,
8972,Roussia Mansvetoff,Female,Copyist,LoN Second Division,Distribution of Documents,1900,1928,2,13,1935,5,31,Swiss,core_only,False,False,,28,20-30
